Reporting Period,Project ID,Project County,Project City,Project ZIP,Gas Utility,Electric Utility,Project Completion Date,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate
2021-09-30T00:00:00,515840,Saratoga,Ballston Spa,12020,NA,National Grid,2021-08-17T00:00:00,7438,Kerosene,956,1,Home Performance,Mobile,Building Shell,1027,28,635
2021-09-30T00:00:00,495389,Orange,New Windsor,12553,Central Hudson Gas & Electric,Central Hudson Gas & Electric,2021-07-01T00:00:00,11238,Natural Gas,"1,699",1,Home Performance,Single Family,Building Shell,510,30,410
2021-09-30T00:00:00,507823,Erie,Angola,14006,National Fuel Gas Distribution,National Grid,2021-07-01T00:00:00,6890,Natural Gas,"1,036",1,Home Performance,Mobile,Building Shell,0,42,360
2021-09-30T00:00:00,463063,Suffolk,East Quogue,11942,NA,Long Island Power Authority,2020-11-06T00:00:00,9897,Oil,"1,464",1,Home Performance,Single Family,Building Shell,0,34,677
2021-09-30T00:00:00,490502,Orange,Greenwood Lake,10925,NA,Orange & Rockland,2021-04-06T00:00:00,8819,Propane,"2,191",1,Home Performance,Single Family,Building Shell,0,18,488
2021-09-30T00:00:00,466305,Clinton,Plattsburgh,12901,NA,New York State Electric & Gas,2021-06-03T00:00:00,3917,Kerosene,"1,080",1,Home Performance,Mobile,Building Shell,552,28,585
2021-09-30T00:00:00,481869,Erie,Buffalo,14215,National Fuel Gas Distribution,National Grid,2021-04-27T00:00:00,6822,Natural Gas,"2,640",1,Home Performance,Single Family,Building Shell,300,54,406
2021-09-30T00:00:00,404540,Monroe,Rochester,14611,Rochester Gas & Electric,Rochester Gas & Electric,2019-08-20T00:00:00,2025,Natural Gas,"1,800",1,Home Performance,Single Family,Building Shell,510,17,189
2021-09-30T00:00:00,482500,Erie,Buffalo,14219,National Fuel Gas Distribution,New York State Electric & Gas,2021-04-13T00:00:00,732,Natural Gas,"1,140",1,Electric Reduction,Single Family,Building Shell,0,1,11
2021-09-30T00:00:00,381444,Essex,Mineville,12956,NA,National Grid,2019-12-17T00:00:00,2292,Oil,"1,248",1,Home Performance,Mobile,Building Shell,510,15,328
2021-09-30T00:00:00,452030,Kings,Brooklyn,11226,National Grid,Consolidated Edison,2020-08-11T00:00:00,4389,Natural Gas,"2,400",1,Home Performance,Single Family,Building Shell,477,37,526
2021-09-30T00:00:00,404793,Monroe,Rush,14543,Rochester Gas & Electric,National Grid,2019-08-02T00:00:00,6525,Natural Gas,"1,826",1,Home Performance,Single Family,Building Shell,510,22,242
2021-09-30T00:00:00,481432,Oneida,Camden,13316,NA,National Grid,2021-05-25T00:00:00,4521,Oil,"1,599",1,Home Performance,Single Family,Building Shell,0,15,181
2021-09-30T00:00:00,465095,Steuben,Hornell,14843,National Fuel Gas Distribution,New York State Electric & Gas,2020-08-18T00:00:00,5527,Natural Gas,980,1,Home Performance,Mobile,Building Shell,660,29,281
2021-09-30T00:00:00,418681,Erie,Buffalo,14210,National Fuel Gas Distribution,National Grid,2019-11-15T00:00:00,7822,Natural Gas,"1,080",1,Home Performance,Single Family,Heating and Cooling,343,63,499
2021-09-30T00:00:00,465932,Chenango,New Berlin,13411,NA,New York State Electric & Gas,2021-09-02T00:00:00,7193,Kerosene,"1,128",1,Home Performance,Mobile,Building Shell,501,30,687
2021-09-30T00:00:00,445529,Saratoga,Schuylerville,12871,NA,National Grid,2021-04-29T00:00:00,4460,Oil,"1,700",1,Home Performance,Mobile,Building Shell,0,42,723
2021-09-30T00:00:00,351024,Rensselaer,Troy,12182,National Grid,National Grid,2021-02-09T00:00:00,1829,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,498,14,167
2021-09-30T00:00:00,453862,Rockland,Spring Valley,10977,Orange & Rockland,Orange & Rockland,2021-04-08T00:00:00,9057,Natural Gas,"1,802",1,Home Performance,Single Family,Building Shell,664,48,670
2021-09-30T00:00:00,409778,Monroe,Pittsford,14534,Rochester Gas & Electric,Rochester Gas & Electric,2019-09-16T00:00:00,5562,Natural Gas,"1,904",1,Home Performance,Single Family,Building Shell,1134,42,458
2021-09-30T00:00:00,441108,Onondaga,Syracuse,13224,National Grid,National Grid,2020-08-06T00:00:00,2784,Natural Gas,"1,296",1,Home Performance,Single Family,Building Shell,1215,7,187
2021-09-30T00:00:00,427170,Niagara,Lockport,14094,New York State Electric & Gas,New York State Electric & Gas,2019-09-30T00:00:00,7316,Natural Gas,955,1,Home Performance,Single Family,Building Shell,0,46,439
2021-09-30T00:00:00,458909,Monroe,Rochester,14607,Rochester Gas & Electric,Rochester Gas & Electric,2020-06-09T00:00:00,6267,Natural Gas,"1,890",1,Home Performance,Single Family,Building Shell,100,41,355
2021-09-30T00:00:00,513770,Bronx,Bronx,10457,NA,Consolidated Edison,2021-07-01T00:00:00,604,Other,"2,707",15,Electric Reduction,Single Family,Building Shell,443,1,113
2021-09-30T00:00:00,451405,Onondaga,Syracuse,13204,National Grid,National Grid,2020-06-19T00:00:00,13185,Electric,"1,517",1,Home Performance,Single Family,Building Shell,0,104,863
2021-09-30T00:00:00,415210,Bronx,The Bronx,10460,National Grid,Consolidated Edison,2019-07-19T00:00:00,421,Natural Gas,911,1,Electric Reduction,Single Family,Building Shell,343,1,85
2021-09-30T00:00:00,500135,Herkimer,Poland,13431,NA,National Grid,2021-09-28T00:00:00,11883,Oil,"1,483",1,Home Performance,Single Family,Building Shell,0,49,784
2021-09-30T00:00:00,495536,Monroe,Rochester,14613,Rochester Gas & Electric,Rochester Gas & Electric,2021-07-01T00:00:00,4839,Natural Gas,"1,344",1,Home Performance,Single Family,Building Shell,208,15,155
2021-09-30T00:00:00,459117,Schenectady,Delanson,12053,National Grid,National Grid,2020-09-15T00:00:00,5474,Natural Gas,"1,150",1,Home Performance,Single Family,Building Shell,0,30,1196
2021-09-30T00:00:00,481846,Oneida,Utica,13502,National Grid,National Grid,2021-06-07T00:00:00,4645,Natural Gas,"2,072",1,Home Performance,Single Family,Building Shell,290,25,238
2021-09-30T00:00:00,506731,Kings,Brooklyn,11234,National Grid,Consolidated Edison,2021-07-08T00:00:00,7887,Natural Gas,"2,740",1,Home Performance,Single Family,Building Shell,989,47,944
2021-09-30T00:00:00,491180,Cayuga,Weedsport,13166,New York State Electric & Gas,New York State Electric & Gas,2021-03-25T00:00:00,7537,Natural Gas,"1,728",1,Home Performance,Single Family,Building Shell,0,22,214
2021-09-30T00:00:00,447174,Erie,Buffalo,14215,National Fuel Gas Distribution,National Grid,2020-02-04T00:00:00,8539,Natural Gas,"1,437",1,Home Performance,Single Family,Building Shell,510,72,584
2021-09-30T00:00:00,489812,Wayne,Williamson,14589,Rochester Gas & Electric,Rochester Gas & Electric,2021-02-23T00:00:00,5318,Natural Gas,980,1,Home Performance,Single Family,Building Shell,208,27,250
2021-09-30T00:00:00,404355,Onondaga,East Syracuse,13057,National Grid,National Grid,2019-07-11T00:00:00,1196,Natural Gas,"1,468",1,Home Performance,Single Family,Building Shell,0,4,31
2021-09-30T00:00:00,419612,Monroe,Rochester,14606,Rochester Gas & Electric,Rochester Gas & Electric,2019-08-12T00:00:00,3718,Natural Gas,"1,215",1,Home Performance,Single Family,Building Shell,510,20,219
2021-09-30T00:00:00,496124,Cattaraugus,Allegany,14706,NA,National Grid,2021-07-08T00:00:00,7114,Oil,924,1,Home Performance,Mobile,Building Shell,75,27,524
2021-09-30T00:00:00,494378,Erie,Buffalo,14211,National Fuel Gas Distribution,National Grid,2021-08-05T00:00:00,8139,Natural Gas,"1,380",1,Home Performance,Single Family,Building Shell,2362,17,442
2021-09-30T00:00:00,472442,Monroe,Rochester,14606,Rochester Gas & Electric,Rochester Gas & Electric,2020-11-10T00:00:00,4890,Natural Gas,"1,432",1,Home Performance,Single Family,Building Shell,0,14,116
2021-09-30T00:00:00,416300,Warren,Queensbury,12804,National Grid,National Grid,2019-12-23T00:00:00,490,Natural Gas,"1,512",1,Electric Reduction,Single Family,Building Shell,510,0,55
2021-09-30T00:00:00,485040,Livingston,Avon,14414,Rochester Gas & Electric,National Grid,2021-03-23T00:00:00,7533,Natural Gas,"1,834",1,Home Performance,Single Family,Building Shell,2379,-6,180
2021-09-30T00:00:00,491622,Dutchess,Poughkeepsie,12601,NA,Central Hudson Gas & Electric,2021-07-13T00:00:00,10295,Natural Gas,"1,600",1,Home Performance,Single Family,Building Shell,301,31,564
2021-09-30T00:00:00,461485,Broome,Binghamton,13904,New York State Electric & Gas,New York State Electric & Gas,2021-03-11T00:00:00,12954,Natural Gas,"1,208",1,Home Performance,Mobile,Building Shell,1147,43,530
2021-09-30T00:00:00,428554,Chemung,Elmira,14905,New York State Electric & Gas,New York State Electric & Gas,2020-10-27T00:00:00,6055,Natural Gas,"1,080",1,Home Performance,Single Family,Building Shell,0,27,259
2021-09-30T00:00:00,412546,Oneida,Utica,13502,NA,National Grid,2019-07-08T00:00:00,5775,Oil,"1,330",1,Home Performance,Single Family,Building Shell,477,22,442
2021-09-30T00:00:00,432280,Onondaga,Syracuse,13205,National Grid,National Grid,2020-01-31T00:00:00,2013,Natural Gas,"1,440",1,Home Performance,Single Family,Building Shell,259,4,63
2021-09-30T00:00:00,406806,Monroe,Rochester,14613,Rochester Gas & Electric,Rochester Gas & Electric,2019-09-25T00:00:00,4655,Natural Gas,"1,708",1,Home Performance,Single Family,Building Shell,0,22,181
2021-09-30T00:00:00,462725,Niagara,Niagara Falls,14301,National Fuel Gas Distribution,National Grid,2020-07-21T00:00:00,761,Natural Gas,"1,650",1,Home Performance,Single Family,Building Shell,0,2,14
2021-09-30T00:00:00,468408,Madison,Madison,13402,NA,New York State Electric & Gas,2020-11-03T00:00:00,11250,Oil,"1,400",1,Home Performance,Single Family,Building Shell,0,28,487
2021-09-30T00:00:00,417282,Queens,Queens,11367,NA,Consolidated Edison,2019-07-11T00:00:00,4751,Oil,"1,224",1,Home Performance,Single Family,Building Shell,767,24,740
2021-09-30T00:00:00,459448,Greene,Catskill,12414,Central Hudson Gas & Electric,Central Hudson Gas & Electric,2021-01-12T00:00:00,9228,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,393,23,387
2021-09-30T00:00:00,455127,Kings,Brooklyn,11212,National Grid,Consolidated Edison,2020-03-25T00:00:00,4658,Natural Gas,"1,520",1,Home Performance,Single Family,Building Shell,510,20,339
2021-09-30T00:00:00,423390,Bronx,The Bronx,10457,Consolidated Edison,Consolidated Edison,2019-08-12T00:00:00,411,Natural Gas,837,1,Electric Reduction,Single Family,Building Shell,301,1,80
2021-09-30T00:00:00,470733,Erie,Chaffee,14030,NA,New York State Electric & Gas,2020-11-19T00:00:00,10143,Wood,"3,200",1,Home Performance,Single Family,Building Shell,1225,34,546
2021-09-30T00:00:00,478004,Wayne,Newark,14513,NA,New York State Electric & Gas,2021-02-04T00:00:00,5495,Oil,Report SF less than 800,1,Home Performance,Mobile,Building Shell,1010,36,645
2021-09-30T00:00:00,504211,Oneida,Rome,13440,National Grid,National Grid,2021-08-02T00:00:00,7352,Natural Gas,"1,208",1,Home Performance,Single Family,Building Shell,460,29,378
2021-09-30T00:00:00,483369,Kings,Brooklyn,11236,National Grid,Consolidated Edison,2021-01-21T00:00:00,5127,Natural Gas,"2,400",1,Home Performance,Single Family,Building Shell,510,38,546
2021-09-30T00:00:00,470796,Suffolk,Central Islip,11722,NA,Long Island Power Authority,2021-06-15T00:00:00,2921,Oil,"1,100",1,Home Performance,Single Family,Building Shell,410,9,232
2021-09-30T00:00:00,411237,Dutchess,Hyde Park,12538,Central Hudson Gas & Electric,Central Hudson Gas & Electric,2020-01-06T00:00:00,7073,Natural Gas,"1,635",1,Home Performance,Single Family,Building Shell,510,38,868
2021-09-30T00:00:00,422928,Queens,Queens,11412,National Grid,Consolidated Edison,2019-10-21T00:00:00,15956,Natural Gas,"2,473",2,Home Performance,Single Family,Building Shell,735,112,1430
2021-09-30T00:00:00,444600,Oneida,Yorkville,13495,National Grid,National Grid,2020-10-22T00:00:00,1216,Natural Gas,"1,947",1,Home Performance,Single Family,Building Shell,0,4,37
2021-09-30T00:00:00,377592,Niagara,Lockport,14094,New York State Electric & Gas,New York State Electric & Gas,2019-10-07T00:00:00,1035,Natural Gas,"1,105",1,Home Performance,Mobile,Building Shell,343,8,118
2021-09-30T00:00:00,426209,Madison,Oneida,13421,National Grid,National Grid,2019-12-10T00:00:00,10570,Natural Gas,"2,070",1,Home Performance,Single Family,Building Shell,477,60,543
2021-09-30T00:00:00,462873,Nassau,Levittown,11756,NA,Long Island Power Authority,2020-11-18T00:00:00,1904,Oil,"1,578",1,Home Performance,Single Family,Building Shell,213,3,108
2021-09-30T00:00:00,429784,Kings,Brooklyn,11230,Consolidated Edison,National Grid,2020-03-25T00:00:00,4493,Natural Gas,"1,200",1,Home Performance,Single Family,Building Shell,1438,13,468
2021-09-30T00:00:00,417113,Oneida,Boonville,13309,NA,National Grid,2019-08-22T00:00:00,8628,Propane,896,1,Home Performance,Mobile,Building Shell,705,30,775
2021-09-30T00:00:00,475905,Erie,Buffalo,14220,National Fuel Gas Distribution,National Grid,2021-07-13T00:00:00,3247,Natural Gas,"1,375",2,Home Performance,Single Family,Building Shell,1000,11,185
2021-09-30T00:00:00,482887,Onondaga,Fayetteville,13066,National Grid,National Grid,2021-03-09T00:00:00,6339,Natural Gas,"1,807",1,Home Performance,Single Family,Building Shell,510,22,233
2021-09-30T00:00:00,429777,Kings,Brooklyn,11236,National Grid,Consolidated Edison,2019-11-04T00:00:00,4783,Natural Gas,"1,710",1,Home Performance,Single Family,Building Shell,510,39,552
2021-09-30T00:00:00,493549,Monroe,Rochester,14626,Rochester Gas & Electric,Rochester Gas & Electric,2021-04-20T00:00:00,6430,Natural Gas,"1,706",1,Home Performance,Single Family,Building Shell,368,18,184
2021-09-30T00:00:00,448789,Erie,Clarence,14031,National Fuel Gas Distribution,New York State Electric & Gas,2020-03-18T00:00:00,7716,Natural Gas,"1,288",1,Home Performance,Single Family,Building Shell,301,51,408
2021-09-30T00:00:00,412504,Suffolk,West Babylon,11704,NA,Municipal,2019-07-02T00:00:00,6497,Oil,"2,175",1,Home Performance,Single Family,Building Shell,671,25,431
2021-09-30T00:00:00,411010,Kings,Brooklyn,11203,National Grid,Consolidated Edison,2019-10-28T00:00:00,8570,Natural Gas,"1,828",1,Home Performance,Single Family,Building Shell,1017,55,850
2021-09-30T00:00:00,460076,Allegany,Scio,14880,National Fuel Gas Distribution,National Grid,2021-03-04T00:00:00,7864,Natural Gas,"1,984",1,Home Performance,Single Family,Building Shell,368,41,343
2021-09-30T00:00:00,458661,Monroe,Rochester,14613,NA,Rochester Gas & Electric,2020-10-27T00:00:00,5065,Oil,"1,756",1,Home Performance,Single Family,Building Shell,848,42,876
2021-09-30T00:00:00,460829,Erie,Buffalo,14211,National Fuel Gas Distribution,National Grid,2020-08-18T00:00:00,3156,Natural Gas,"1,302",1,Home Performance,Single Family,Building Shell,477,38,331
2021-09-30T00:00:00,468840,Chautauqua,Ashville,14710,NA,National Grid,2020-12-17T00:00:00,3283,Propane,"1,064",1,Home Performance,Mobile,Building Shell,687,16,364
2021-09-30T00:00:00,486398,Wayne,Savannah,13146,Rochester Gas & Electric,Rochester Gas & Electric,2021-05-11T00:00:00,6114,Natural Gas,"1,768",1,Home Performance,Single Family,Building Shell,0,53,1262
2021-09-30T00:00:00,411903,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,2019-08-20T00:00:00,2047,Natural Gas,"1,446",1,Home Performance,Single Family,Building Shell,510,4,79
2021-09-30T00:00:00,453962,Cayuga,Union Springs,13160,New York State Electric & Gas,New York State Electric & Gas,2020-02-28T00:00:00,4571,Natural Gas,Report SF less than 800,1,Home Performance,Mobile,Building Shell,627,15,213
2021-09-30T00:00:00,473977,Steuben,Rexville,14877,NA,New York State Electric & Gas,2020-11-24T00:00:00,6567,Pellets,"1,526",1,Home Performance,Single Family,Building Shell,935,43,1349
2021-09-30T00:00:00,415240,Monroe,Rochester,14615,Rochester Gas & Electric,Rochester Gas & Electric,2019-07-22T00:00:00,606,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,410,0,42
2021-09-30T00:00:00,453822,Rockland,Nanuet,10954,NA,Orange & Rockland,2020-03-25T00:00:00,4344,Oil,"2,000",1,Home Performance,Single Family,Building Shell,932,17,488
2021-09-30T00:00:00,487945,Monroe,Rochester,14619,Rochester Gas & Electric,Rochester Gas & Electric,2021-04-29T00:00:00,1609,Natural Gas,"1,459",1,Home Performance,Single Family,Building Shell,510,7,108
2021-09-30T00:00:00,491424,Rockland,Spring Valley,10977,Orange & Rockland,Orange & Rockland,2021-07-27T00:00:00,3241,Natural Gas,"1,152",1,Home Performance,Single Family,Building Shell,301,8,146
2021-09-30T00:00:00,496094,Wayne,Palmyra,14522,New York State Electric & Gas,New York State Electric & Gas,2021-05-20T00:00:00,7288,Electric,"2,288",1,Home Performance,Single Family,Building Shell,2128,27,627
2021-09-30T00:00:00,483772,Queens,Queens,11434,National Grid,Consolidated Edison,2021-07-15T00:00:00,4208,Natural Gas,"1,600",1,Home Performance,Single Family,Building Shell,626,14,356
2021-09-30T00:00:00,409047,Otsego,Morris,13808,NA,New York State Electric & Gas,2019-06-17T00:00:00,5739,Propane,"1,413",1,Home Performance,Single Family,Building Shell,426,24,632
2021-09-30T00:00:00,458513,Monroe,Rochester,14623,Rochester Gas & Electric,Rochester Gas & Electric,2020-07-02T00:00:00,2414,Natural Gas,"1,137",1,Home Performance,Single Family,Building Shell,645,1,72
2021-09-30T00:00:00,506782,Erie,Buffalo,14206,National Fuel Gas Distribution,National Grid,2021-07-01T00:00:00,12712,Natural Gas,"1,790",1,Home Performance,Single Family,Building Shell,510,108,992
2021-09-30T00:00:00,411966,Monroe,Rochester,14617,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-14T00:00:00,3340,Natural Gas,"1,887",1,Home Performance,Single Family,Building Shell,443,3,67
2021-09-30T00:00:00,458450,Dutchess,Beacon,12508,Central Hudson Gas & Electric,Central Hudson Gas & Electric,2021-01-12T00:00:00,8094,Natural Gas,"1,024",1,Home Performance,Single Family,Building Shell,368,18,310
2021-09-30T00:00:00,402505,Monroe,Rochester,14619,Rochester Gas & Electric,Rochester Gas & Electric,2019-10-24T00:00:00,7109,Natural Gas,"1,152",1,Home Performance,Single Family,Building Shell,1633,47,555
2021-09-30T00:00:00,442541,Oneida,Verona,13478,NA,National Grid,2020-02-21T00:00:00,4944,Oil,"1,200",1,Home Performance,Single Family,Building Shell,0,26,449
2021-09-30T00:00:00,476360,Oneida,Rome,13440,National Grid,National Grid,2021-05-04T00:00:00,5940,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,107,37,313
2021-09-30T00:00:00,421720,Erie,Buffalo,14227,NA,New York State Electric & Gas,2019-09-09T00:00:00,3366,Natural Gas,"1,166",1,Home Performance,Single Family,Building Shell,510,16,173
2021-09-30T00:00:00,474924,Oneida,Utica,13502,National Grid,National Grid,2021-04-22T00:00:00,5352,Natural Gas,"2,754",1,Home Performance,Single Family,Building Shell,510,51,476
2021-09-30T00:00:00,512682,Cayuga,Union Springs,13160,NA,New York State Electric & Gas,2021-09-14T00:00:00,10276,Kerosene,"1,368",1,Home Performance,Mobile,Building Shell,0,43,708
2021-09-30T00:00:00,495505,Monroe,Rochester,14617,Rochester Gas & Electric,Rochester Gas & Electric,2021-03-23T00:00:00,5146,Natural Gas,"1,504",1,Home Performance,Single Family,Building Shell,0,36,289
2021-09-30T00:00:00,474720,Monroe,Rochester,14626,Rochester Gas & Electric,Rochester Gas & Electric,2021-05-06T00:00:00,8998,Natural Gas,"1,456",1,Home Performance,Single Family,Building Shell,368,57,517
2021-09-30T00:00:00,439518,Erie,Buffalo,14217,National Fuel Gas Distribution,National Grid,2020-02-07T00:00:00,3961,Natural Gas,896,1,Home Performance,Single Family,Building Shell,510,22,215
2021-09-30T00:00:00,500806,Oneida,New Hartford,13413,National Grid,National Grid,2021-08-03T00:00:00,7465,Natural Gas,"1,188",1,Home Performance,Mobile,Building Shell,510,17,246
2021-09-30T00:00:00,468963,Livingston,Springwater,14560,NA,New York State Electric & Gas,2021-01-05T00:00:00,7223,Propane,"1,328",1,Home Performance,Single Family,Building Shell,610,18,498
2021-09-30T00:00:00,409211,Chautauqua,Jamestown,14701,National Grid,Municipal,2019-08-29T00:00:00,6636,Natural Gas,"2,262",1,Home Performance,Single Family,Building Shell,426,46,365
2021-09-30T00:00:00,501770,Montgomery,Canajoharie,13317,National Grid,National Grid,2021-08-19T00:00:00,8640,Natural Gas,984,1,Home Performance,Single Family,Building Shell,0,36,389
2021-09-30T00:00:00,426467,Monroe,North Chili,14514,Rochester Gas & Electric,Rochester Gas & Electric,2019-09-30T00:00:00,1669,Natural Gas,"2,410",1,Home Performance,Single Family,Building Shell,443,9,115
2021-09-30T00:00:00,455661,Tioga,Spencer,14883,NA,New York State Electric & Gas,2020-06-24T00:00:00,5053,Kerosene,Report SF less than 800,1,Home Performance,Mobile,Building Shell,510,20,491
2021-09-30T00:00:00,416749,Erie,Buffalo,14214,National Fuel Gas Distribution,National Grid,2019-08-29T00:00:00,601,Natural Gas,"1,100",1,Electric Reduction,Single Family,Building Shell,510,4,85
2021-09-30T00:00:00,464670,Seneca,Ovid,14521,NA,New York State Electric & Gas,2020-07-14T00:00:00,5946,Oil,"2,064",1,Home Performance,Single Family,Building Shell,0,17,357
2021-09-30T00:00:00,438297,Chemung,Van Etten,14889,NA,New York State Electric & Gas,2019-12-23T00:00:00,6872,Oil,"1,516",1,Home Performance,Single Family,Building Shell,427,46,982
2021-09-30T00:00:00,436583,Onondaga,Syracuse,13204,National Grid,National Grid,2020-02-04T00:00:00,6695,Natural Gas,"1,492",1,Home Performance,Single Family,Building Shell,510,55,507
2021-09-30T00:00:00,424899,Cattaraugus,Olean,14760,New York State Electric & Gas,National Grid,2019-09-23T00:00:00,9590,Natural Gas,"1,440",1,Home Performance,Single Family,Building Shell,3443,58,916
2021-09-30T00:00:00,404717,Rockland,Monsey,10952,Orange & Rockland,Orange & Rockland,2019-10-04T00:00:00,7362,Natural Gas,"3,311",1,Home Performance,Single Family,Building Shell,1688,39,750
2021-09-30T00:00:00,509531,Madison,Hamilton,13346,NA,New York State Electric & Gas,2021-09-21T00:00:00,835,Propane,"1,408",1,Home Performance,Single Family,Building Shell,368,1,68
2021-09-30T00:00:00,492544,Kings,Brooklyn,11210,NA,Consolidated Edison,2021-05-11T00:00:00,8519,Oil,"2,352",1,Home Performance,Single Family,Building Shell,1354,36,1029
2021-09-30T00:00:00,496270,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,2021-03-30T00:00:00,5343,Natural Gas,"1,180",1,Home Performance,Single Family,Building Shell,0,33,274
2021-09-30T00:00:00,482712,Queens,Queens,11422,National Grid,Consolidated Edison,2021-04-29T00:00:00,6717,Natural Gas,"1,840",1,Home Performance,Single Family,Building Shell,622,34,524
2021-09-30T00:00:00,432011,St. Lawrence,Gouverneur,13642,NA,National Grid,2020-01-21T00:00:00,4239,Other,"1,288",1,Home Performance,Single Family,Building Shell,0,24,541
2021-09-30T00:00:00,461039,Monroe,Irondequoit,14617,Rochester Gas & Electric,Rochester Gas & Electric,2020-08-25T00:00:00,3299,Natural Gas,"1,303",1,Home Performance,Single Family,Building Shell,443,17,185
2021-09-30T00:00:00,463401,Erie,Buffalo,14207,National Fuel Gas Distribution,National Grid,2020-09-10T00:00:00,4448,Natural Gas,966,1,Home Performance,Single Family,Building Shell,789,26,270
2021-09-30T00:00:00,463207,Erie,Depew,14043,National Fuel Gas Distribution,New York State Electric & Gas,2020-07-07T00:00:00,5101,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,343,26,226
2021-09-30T00:00:00,420903,Ulster,Napanoch,12458,NA,Central Hudson Gas & Electric,2019-11-07T00:00:00,1733,Propane,840,1,Home Performance,Mobile,Building Shell,942,2,146
2021-09-30T00:00:00,412224,Herkimer,Salisbury Center,13454,NA,National Grid,2020-02-18T00:00:00,7155,Kerosene,"1,856",1,Home Performance,Single Family,Building Shell,991,26,689
2021-09-30T00:00:00,455441,Ontario,Bloomfield,14469,National Fuel Gas Distribution,Rochester Gas & Electric,2020-03-12T00:00:00,4842,Natural Gas,"2,340",1,Home Performance,Single Family,Building Shell,510,21,201
2021-09-30T00:00:00,453981,Oswego,Fulton,13069,NA,National Grid,2020-02-25T00:00:00,7285,Propane,910,1,Home Performance,Mobile,Building Shell,259,61,1486
2021-09-30T00:00:00,418821,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,2019-09-03T00:00:00,2890,Natural Gas,Report SF less than 800,1,Home Performance,Single Family,Building Shell,0,5,44
2021-09-30T00:00:00,492568,Oneida,Sauquoit,13456,National Grid,National Grid,2021-07-27T00:00:00,9447,Natural Gas,"1,224",1,Home Performance,Single Family,Building Shell,460,36,451
2021-09-30T00:00:00,412194,Washington,Argyle,12809,NA,National Grid,2019-10-14T00:00:00,2224,Propane,"1,650",1,Home Performance,Single Family,Building Shell,0,3,101
2021-09-30T00:00:00,346353,Fulton,Gloversville,12078,NA,National Grid,2019-10-10T00:00:00,5000,Oil,Report SF less than 800,1,Home Performance,Single Family,Building Shell,568,19,437
2021-09-30T00:00:00,419538,Albany,East Berne,12059,NA,National Grid,2019-10-24T00:00:00,7655,Kerosene,"1,005",1,Home Performance,Mobile,Building Shell,343,28,664
2021-09-30T00:00:00,461190,Allegany,Cuba,14727,National Fuel Gas Distribution,National Grid,2021-02-02T00:00:00,10738,Natural Gas,"3,332",1,Home Performance,Single Family,Heating and Cooling,832,84,708
2021-09-30T00:00:00,413728,Suffolk,Mastic,11950,NA,Long Island Power Authority,2019-08-26T00:00:00,7396,Oil,"1,850",1,Home Performance,Single Family,Building Shell,0,30,602
2021-09-30T00:00:00,453085,Jefferson,Sackets Harbor,13685,NA,National Grid,2020-03-10T00:00:00,7338,Other,"2,032",1,Home Performance,Single Family,Building Shell,510,69,1374
2021-09-30T00:00:00,458901,Wayne,Williamson,14589,Rochester Gas & Electric,Rochester Gas & Electric,2021-01-07T00:00:00,3318,Natural Gas,"2,594",1,Home Performance,Single Family,Building Shell,0,16,134
2021-09-30T00:00:00,430037,Ulster,New Paltz,12561,NA,Central Hudson Gas & Electric,2019-10-25T00:00:00,5078,Propane,"1,269",1,Home Performance,Mobile,Building Shell,0,14,376
2021-09-30T00:00:00,457534,Westchester,Sleepy Hollow,10591,Consolidated Edison,Consolidated Edison,2020-06-25T00:00:00,9556,Natural Gas,"2,100",1,Home Performance,Single Family,Building Shell,510,67,1054
2021-09-30T00:00:00,446508,Oneida,Utica,13501,National Grid,National Grid,2021-05-20T00:00:00,6712,Natural Gas,"1,110",1,Home Performance,Single Family,Building Shell,677,21,240
2021-09-30T00:00:00,397492,Erie,Buffalo,14217,National Fuel Gas Distribution,National Grid,2019-11-15T00:00:00,2218,Natural Gas,"1,972",1,Home Performance,Single Family,Building Shell,510,18,178
2021-09-30T00:00:00,503956,Erie,Hamburg,14075,National Fuel Gas Distribution,National Grid,2021-06-01T00:00:00,935,Natural Gas,"1,040",1,Home Performance,Mobile,Building Shell,208,1,34
2021-09-30T00:00:00,389015,Otsego,Richfield Springs,13439,NA,New York State Electric & Gas,2019-07-26T00:00:00,4934,Other,"1,770",1,Home Performance,Single Family,Building Shell,410,44,926
2021-09-30T00:00:00,473722,Kings,Brooklyn,11213,National Grid,Consolidated Edison,2020-11-06T00:00:00,4738,Natural Gas,"2,385",1,Home Performance,Single Family,Building Shell,368,12,219
